time=0 | regret-basic=33.3788900452872 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=1570875.51824729 | regret-our(beta1)=4164.86197285502 | regret-our(beta2)=10803.8271541169 | regret-our(beta3)=17571.1870580139
time=0.1 | regret-basic=6188132.65966938 | regret-our(beta1)=8333.60689161054 | regret-our(beta2)=25491.2128091176 | regret-our(beta3)=43337.0594142304
time=0.2 | regret-basic=13818815.3648313 | regret-our(beta1)=14783.3820014399 | regret-our(beta2)=47447.0060878698 | regret-our(beta3)=81701.0613798712
time=0.2 | regret-basic=24438443.9090102 | regret-our(beta1)=18437.8061352804 | regret-our(beta2)=62289.5593635958 | regret-our(beta3)=109302.715624759
time=0.2 | regret-basic=38026638.9816178 | regret-our(beta1)=18442.849783999 | regret-our(beta2)=65142.3880260581 | regret-our(beta3)=118685.070814362
time=0.3 | regret-basic=54565536.2323087 | regret-our(beta1)=18692.8381650092 | regret-our(beta2)=75555.8742052922 | regret-our(beta3)=144333.583982532
time=0.4 | regret-basic=74039090.1590819 | regret-our(beta1)=18692.8381650092 | regret-our(beta2)=82866.4199019052 | regret-our(beta3)=167009.636617534
time=0.4 | regret-basic=96432649.9736279 | regret-our(beta1)=18692.8381650092 | regret-our(beta2)=85804.6713522861 | regret-our(beta3)=189104.287211853
time=0.1 | regret-basic=58580.5211926503 | regret-our(beta1)=81.8395758243685 | regret-our(beta2)=861.897334876733 | regret-our(beta3)=2151.26480807463
time=0.2 | regret-basic=230679.118203149 | regret-our(beta1)=81.8395758243685 | regret-our(beta2)=1185.8772578621 | regret-our(beta3)=3956.40420491997
time=0.2 | regret-basic=514979.041521738 | regret-our(beta1)=81.8395758243685 | regret-our(beta2)=1476.92391451693 | regret-our(beta3)=6701.27389106459
time=0.3 | regret-basic=910500.573876949 | regret-our(beta1)=81.8395758243685 | regret-our(beta2)=1492.85205441704 | regret-our(beta3)=8140.7856754775
time=0.3 | regret-basic=1416431.94073836 | regret-our(beta1)=81.8395758243685 | regret-our(beta2)=1492.85205441704 | regret-our(beta3)=8140.7856754775
time=0.4 | regret-basic=2032054.17071324 | regret-our(beta1)=81.8395758243685 | regret-our(beta2)=1492.85205441704 | regret-our(beta3)=8140.7856754775
time=0.4 | regret-basic=2756722.35762712 | regret-our(beta1)=81.8395758243685 | regret-our(beta2)=1492.85205441704 | regret-our(beta3)=8140.7856754775
time=0.5 | regret-basic=3589851.65801361 | regret-our(beta1)=81.8395758243685 | regret-our(beta2)=1492.85205441704 | regret-our(beta3)=8140.7856754775
time=0.1 | regret-basic=62992.7615969344 | regret-our(beta1)=49.0801312725766 | regret-our(beta2)=631.572510037636 | regret-our(beta3)=1990.13055505455
time=0.1 | regret-basic=247348.355407721 | regret-our(beta1)=49.0801312725766 | regret-our(beta2)=771.383764559488 | regret-our(beta3)=3461.91372291985
time=0.2 | regret-basic=551285.501338724 | regret-our(beta1)=49.0801312725766 | regret-our(beta2)=771.383764559488 | regret-our(beta3)=5601.68621185337
time=0.2 | regret-basic=975108.588516925 | regret-our(beta1)=49.0801312725766 | regret-our(beta2)=771.383764559488 | regret-our(beta3)=6652.59192749574
time=0.3 | regret-basic=1517861.09460794 | regret-our(beta1)=49.0801312725766 | regret-our(beta2)=771.383764559488 | regret-our(beta3)=6652.59192749574
time=0.3 | regret-basic=2178871.48324863 | regret-our(beta1)=49.0801312725766 | regret-our(beta2)=771.383764559488 | regret-our(beta3)=6652.59192749574
time=0.3 | regret-basic=2957592.15331841 | regret-our(beta1)=49.0801312725766 | regret-our(beta2)=771.383764559488 | regret-our(beta3)=6652.59192749574
time=0.4 | regret-basic=3852924.27082179 | regret-our(beta1)=49.0801312725766 | regret-our(beta2)=771.383764559488 | regret-our(beta3)=6652.59192749574
time=0.1 | regret-basic=62999.3271258696 | regret-our(beta1)=254.156621727623 | regret-our(beta2)=1268.76200907582 | regret-our(beta3)=2504.66600286272
time=0.1 | regret-basic=248181.050761707 | regret-our(beta1)=273.629464966496 | regret-our(beta2)=2227.56506407625 | regret-our(beta3)=5129.59868063234
time=0.2 | regret-basic=554228.388542499 | regret-our(beta1)=273.629464966496 | regret-our(beta2)=3714.59287048644 | regret-our(beta3)=9244.44891923293
time=0.2 | regret-basic=980161.563352954 | regret-our(beta1)=273.629464966496 | regret-our(beta2)=4413.47569714095 | regret-our(beta3)=11586.0019803173
time=0.2 | regret-basic=1525168.8837324 | regret-our(beta1)=273.629464966496 | regret-our(beta2)=4413.47569714095 | regret-our(beta3)=11595.5097307018
time=0.3 | regret-basic=2188531.37982602 | regret-our(beta1)=273.629464966496 | regret-our(beta2)=4413.47569714095 | regret-our(beta3)=11730.2756673458
time=0.3 | regret-basic=2969604.14467953 | regret-our(beta1)=273.629464966496 | regret-our(beta2)=4413.47569714095 | regret-our(beta3)=11730.2756673458
time=0.4 | regret-basic=3867802.32205276 | regret-our(beta1)=273.629464966496 | regret-our(beta2)=4413.47569714095 | regret-our(beta3)=11730.2756673458
time=0.1 | regret-basic=62883.8770310791 | regret-our(beta1)=7873.87497974491 | regret-our(beta2)=19755.1712702362 | regret-our(beta3)=31023.1216400387
time=0.2 | regret-basic=247801.522005948 | regret-our(beta1)=14550.6930692974 | regret-our(beta2)=42971.7764939056 | regret-our(beta3)=70498.2630722837
time=0.2 | regret-basic=553470.618665597 | regret-our(beta1)=25095.4762141659 | regret-our(beta2)=80367.953582648 | regret-our(beta3)=133663.841217366
time=0.3 | regret-basic=978909.457989164 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=105775.779677701 | regret-our(beta3)=178444.880315252
time=0.3 | regret-basic=1523348.63126639 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=111443.95539759 | regret-our(beta3)=193258.358788656
time=0.4 | regret-basic=2186021.47865857 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=129100.8038792 | regret-our(beta3)=234539.190281339
time=0.4 | regret-basic=2966247.9204178 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=143418.665541947 | regret-our(beta3)=273819.798648373
time=0.5 | regret-basic=3863454.42543379 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=150825.459045444 | regret-our(beta3)=306557.207215483
time=0.1 | regret-basic=62883.8770310791 | regret-our(beta1)=7873.87497974491 | regret-our(beta2)=19755.2036332097 | regret-our(beta3)=31023.2064820696
time=0.2 | regret-basic=247801.522005948 | regret-our(beta1)=14550.6930692974 | regret-our(beta2)=42971.8600331599 | regret-our(beta3)=70498.4836943038
time=0.3 | regret-basic=553470.618665597 | regret-our(beta1)=25095.4762141659 | regret-our(beta2)=80368.0169724531 | regret-our(beta3)=133664.002696252
time=0.3 | regret-basic=978909.457989164 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=105775.895370293 | regret-our(beta3)=178445.17912123
time=0.3 | regret-basic=1523348.63126639 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=111444.237199186 | regret-our(beta3)=193259.141624728
time=0.4 | regret-basic=2186021.47865857 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=129100.774395727 | regret-our(beta3)=234539.093110633
time=0.4 | regret-basic=2966247.9204178 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=143418.371822372 | regret-our(beta3)=273818.92267718
time=0.5 | regret-basic=3863454.42543379 | regret-our(beta1)=30690.8928740231 | regret-our(beta2)=150824.739731864 | regret-our(beta3)=306554.002323371
time=3.5 | regret-basic=62918.8404428401 | regret-our(beta1)=174.897031990243 | regret-our(beta2)=1379.17045478178 | regret-our(beta3)=7873.87497974491
time=3.6 | regret-basic=247778.081800115 | regret-our(beta1)=174.897031990243 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=14550.6930692974
time=3.6 | regret-basic=553170.482025374 | regret-our(beta1)=174.897031990243 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=25095.4762141659
time=3.7 | regret-basic=978043.123613963 | regret-our(beta1)=174.897031990243 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=30690.8928740231
time=3.7 | regret-basic=1521533.5416664 | regret-our(beta1)=174.897031990243 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=30690.8928740231
time=3.7 | regret-basic=2182859.91578115 | regret-our(beta1)=174.897031990243 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=30690.8928740231
time=3.8 | regret-basic=2961322.72654827 | regret-our(beta1)=174.897031990243 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=30690.8928740231
time=3.8 | regret-basic=3856296.94938142 | regret-our(beta1)=174.897031990243 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=30690.8928740231
time=0.1 | regret-basic=62908.8520698572 | regret-our(beta1)=1379.17045478178 | regret-our(beta2)=1379.17045478178 | regret-our(beta3)=1379.17045478178
time=0.1 | regret-basic=247784.781224655 | regret-our(beta1)=1422.02094941539 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=1422.02094941539
time=0.2 | regret-basic=553256.211891424 | regret-our(beta1)=1422.02094941539 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=1422.02094941539
time=0.2 | regret-basic=978290.540000579 | regret-our(beta1)=1422.02094941539 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=1422.02094941539
time=0.3 | regret-basic=1522051.84370657 | regret-our(beta1)=1422.02094941539 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=1422.02094941539
time=0.3 | regret-basic=2183762.61050069 | regret-our(beta1)=1422.02094941539 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=1422.02094941539
time=0.4 | regret-basic=2962728.85064113 | regret-our(beta1)=1422.02094941539 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=1422.02094941539
time=0.5 | regret-basic=3858340.21476378 | regret-our(beta1)=1422.02094941539 | regret-our(beta2)=1422.02094941539 | regret-our(beta3)=1422.02094941539
time=0.1 | regret-basic=62972.9773165673 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=247995.510228943 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=553676.834844597 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=978985.392686151 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=1523061.77369686 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=2185154.91259865 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.4 | regret-basic=2964590.31503782 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.4 | regret-basic=3860751.32504646 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=62972.9773165673 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=247995.510228943 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=553676.834844598 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=978985.392686153 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=1523061.77369686 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=2185154.91259865 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=2964590.31503782 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.4 | regret-basic=3860751.32504645 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=18.7 | regret-basic=1.58439039864422e-10 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=18.7 | regret-basic=5.0170959439007e-10 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=18.8 | regret-basic=9.7076627122646e-09 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=18.8 | regret-basic=7.85247805457707e-08 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=18.8 | regret-basic=1.4877033299775e-07 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=18.8 | regret-basic=2.19144455728718e-07 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=18.9 | regret-basic=2.89566701451281e-07 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=18.9 | regret-basic=3.63678743878673e-07 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=1.58360663079343e-08 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=5.01537440091398e-08 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=9.70690794181321e-07 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=7.85181491701839e-06 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=1.48757673247692e-05 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=2.19125743164123e-05 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=2.89541924146565e-05 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=3.63645969798385e-05 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=6.19879705861186e-08 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=2.55805840826459e-07 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=9.84684354795053e-06 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=9.23784569056004e-05 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0.00017673270914427 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0.000261277405367344 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0.000345907563505534 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.4 | regret-basic=0.000437808537000454 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=7.4 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=7.5 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=7.5 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=7.5 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=7.6 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=7.6 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=7.6 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=7.6 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=3 | regret-basic=4.80217649071313e-10 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=3 | regret-basic=2.03151232219722e-09 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=3.1 | regret-basic=7.87864886240001e-08 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=3.1 | regret-basic=7.39725218099565e-07 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=3.1 | regret-basic=1.41525928187541e-06 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=3.2 | regret-basic=2.09231753278605e-06 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=3.2 | regret-basic=2.7700612662615e-06 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=3.3 | regret-basic=3.50634494675031e-06 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0 | regret-basic=4.80217649071313e-10 | regret-our(beta1)=1.25572903156305 | regret-our(beta2)=5.02287179870332 | regret-our(beta3)=11.3014283003619
time=0.1 | regret-basic=2.03151232219722e-09 | regret-our(beta1)=4.94767064078579 | regret-our(beta2)=19.7905332156149 | regret-our(beta3)=44.5285877162531
time=0.1 | regret-basic=7.87864886240001e-08 | regret-our(beta1)=11.0992051973762 | regret-our(beta2)=44.3964839532544 | regret-our(beta3)=99.8918363179223
time=0.1 | regret-basic=7.39725218099565e-07 | regret-our(beta1)=19.6000633258297 | regret-our(beta2)=78.3997267719113 | regret-our(beta3)=176.39899104736
time=0.2 | regret-basic=1.41525928187541e-06 | regret-our(beta1)=30.589483904744 | regret-our(beta2)=122.357258611989 | regret-our(beta3)=275.303325518123
time=0.2 | regret-basic=2.09231753278605e-06 | regret-our(beta1)=44.0878933429889 | regret-our(beta2)=176.350789848312 | regret-our(beta3)=396.788691617162
time=0.2 | regret-basic=2.7700612662615e-06 | regret-our(beta1)=60.124336516349 | regret-our(beta2)=240.497269284087 | regret-our(beta3)=541.118801283107
time=0.3 | regret-basic=3.50634494675031e-06 | regret-our(beta1)=78.6382841771064 | regret-our(beta2)=314.5541429682 | regret-our(beta3)=707.747580389948
time=0.1 | regret-basic=4.80183675736629e-11 | regret-our(beta1)=0.125572902717687 | regret-our(beta2)=0.502287178208277 | regret-our(beta3)=1.13014282650376
time=0.1 | regret-basic=2.03081376834017e-10 | regret-our(beta1)=0.49476706114148 | regret-our(beta2)=1.9790533104082 | regret-our(beta3)=4.45285874789793
time=0.1 | regret-basic=7.87856865954869e-09 | regret-our(beta1)=1.10992051155128 | regret-our(beta2)=4.43964836424889 | regret-our(beta3)=9.98918356568168
time=0.1 | regret-basic=7.3973964850613e-08 | regret-our(beta1)=1.96000632381855 | regret-our(beta2)=7.83997264379958 | regret-our(beta3)=17.639899033604
time=0.2 | regret-basic=1.41528909282571e-07 | regret-our(beta1)=3.05894838513713 | regret-our(beta2)=12.2357258406681 | regret-our(beta3)=27.5303325079245
time=0.2 | regret-basic=2.09236251533394e-07 | regret-our(beta1)=4.40878933703728 | regret-our(beta2)=17.6350789947712 | regret-our(beta3)=39.6788691825195
time=0.3 | regret-basic=2.77012203276437e-07 | regret-our(beta1)=6.01243371212221 | regret-our(beta2)=24.0497271576643 | regret-our(beta3)=54.1118806157471
time=0.3 | regret-basic=3.50642610192299e-07 | regret-our(beta1)=7.86382856459339 | regret-our(beta2)=31.4554148543091 | regret-our(beta3)=70.7747592249334
time=0.1 | regret-basic=4.80183675736629e-11 | regret-our(beta1)=1.27834934401172e-07 | regret-our(beta2)=0.502287178208277 | regret-our(beta3)=1.13014282650376
time=0.1 | regret-basic=2.03081376834017e-10 | regret-our(beta1)=5.024294814191e-07 | regret-our(beta2)=1.9790533104082 | regret-our(beta3)=4.45285874789793
time=0.1 | regret-basic=7.87856865954869e-09 | regret-our(beta1)=1.13461145868062e-06 | regret-our(beta2)=4.43964836424889 | regret-our(beta3)=9.98918356568168
time=0.2 | regret-basic=7.3973964850613e-08 | regret-our(beta1)=2.06016898386597e-06 | regret-our(beta2)=7.83997264379958 | regret-our(beta3)=17.639899033604
time=0.2 | regret-basic=1.41528909282571e-07 | regret-our(beta1)=3.23408160517103e-06 | regret-our(beta2)=12.2357258406681 | regret-our(beta3)=27.5303325079245
time=0.3 | regret-basic=2.09236251533394e-07 | regret-our(beta1)=4.6568500958931e-06 | regret-our(beta2)=17.6350789947712 | regret-our(beta3)=39.6788691825195
time=0.3 | regret-basic=2.77012203276437e-07 | regret-our(beta1)=6.29287366716147e-06 | regret-our(beta2)=24.0497271576643 | regret-our(beta3)=54.1118806157471
time=0.4 | regret-basic=3.50642610192299e-07 | regret-our(beta1)=8.16370046705777e-06 | regret-our(beta2)=31.4554148543091 | regret-our(beta3)=70.7747592249334
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.2 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.3 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.4 | regret-basic=0 | regret-our(beta1)=0 | regret-our(beta2)=0 | regret-our(beta3)=0
time=0.1 | regret-basic=5.88336411815605e-11 | regret-our(beta1)=1.56597832370668e-07 | regret-our(beta2)=0.615301793016532 | regret-our(beta3)=1.38442496185415
time=0.1 | regret-basic=2.48870532108895e-10 | regret-our(beta1)=6.15476143636875e-07 | regret-our(beta2)=2.42434030358487 | regret-our(beta3)=5.45475196263543
time=0.1 | regret-basic=9.65143684832118e-09 | regret-our(beta1)=1.38989901887018e-06 | regret-our(beta2)=5.43856924116604 | regret-our(beta3)=12.2367498572474
time=0.1 | regret-basic=9.06184958133588e-08 | regret-our(beta1)=2.5237070845625e-06 | regret-our(beta2)=9.60396648130779 | regret-our(beta3)=21.6088763005468
time=0.2 | regret-basic=1.73373517643453e-07 | regret-our(beta1)=3.96175005684783e-06 | regret-our(beta2)=14.9887641467604 | regret-our(beta3)=33.7246573050782
time=0.2 | regret-basic=2.5631522110182e-07 | regret-our(beta1)=5.70464139533077e-06 | regret-our(beta2)=21.6029717618117 | regret-our(beta3)=48.6066147341689
time=0.3 | regret-basic=3.39340904481945e-07 | regret-our(beta1)=7.70877018828787e-06 | regret-our(beta2)=29.4609157856233 | regret-our(beta3)=66.287053791486
time=0.3 | regret-basic=4.29538331614103e-07 | regret-our(beta1)=1.00005329277788e-05 | regret-our(beta2)=38.5328832510326 | regret-our(beta3)=86.6990801664692
time=0.1 | regret-basic=1.18584374434131e-11 | regret-our(beta1)=0.0305094227031841 | regret-our(beta2)=0.0813578857009098 | regret-our(beta3)=0.0915274058509864
time=0.1 | regret-basic=3.92913577722219e-11 | regret-our(beta1)=0.0890529952440599 | regret-our(beta2)=0.237473048256285 | regret-our(beta3)=0.267156577148853
time=0.2 | regret-basic=7.75763614540948e-10 | regret-our(beta1)=0.166268661683127 | regret-our(beta2)=0.443380012949222 | regret-our(beta3)=0.498801357932098
time=0.2 | regret-basic=6.28114402385334e-09 | regret-our(beta1)=0.257942017283591 | regret-our(beta2)=0.68784080112081 | regret-our(beta3)=0.773819185966056
time=0.3 | regret-basic=1.19008052877478e-08 | regret-our(beta1)=0.362806327145387 | regret-our(beta2)=0.967477601909753 | regret-our(beta3)=1.08841007869299
time=0.3 | regret-basic=1.75307554253449e-08 | regret-our(beta1)=0.479581522184204 | regret-our(beta2)=1.2788769076589 | regret-our(beta3)=1.43873384368558
time=0.4 | regret-basic=2.31645391224969e-08 | regret-our(beta1)=0.607344244016991 | regret-our(beta2)=1.61957857472354 | regret-our(beta3)=1.82202362386127
time=0.4 | regret-basic=2.90934956940729e-08 | regret-our(beta1)=0.745042273948334 | regret-our(beta2)=1.98677544677389 | regret-our(beta3)=2.23512090349124
time=0.1 | regret-basic=2.67335534465434e-11 | regret-our(beta1)=0.0203396151357103 | regret-our(beta2)=0.0813578857009098 | regret-our(beta3)=0.0915274058509864
time=0.1 | regret-basic=8.85042535195162e-11 | regret-our(beta1)=0.0593686634966738 | regret-our(beta2)=0.237473048256285 | regret-our(beta3)=0.267156577148853
time=0.2 | regret-basic=1.7455863219245e-09 | regret-our(beta1)=0.110845774456465 | regret-our(beta2)=0.443380012949222 | regret-our(beta3)=0.498801357932098
time=0.2 | regret-basic=1.41327156138445e-08 | regret-our(beta1)=0.171961344857318 | regret-our(beta2)=0.68784080112081 | regret-our(beta3)=0.773819185966056
time=0.2 | regret-basic=2.67769684449131e-08 | regret-our(beta1)=0.241870884765415 | regret-our(beta2)=0.967477601909753 | regret-our(beta3)=1.08841007869299
time=0.3 | regret-basic=3.94443527012509e-08 | regret-our(beta1)=0.319721014791519 | regret-our(beta2)=1.2788769076589 | regret-our(beta3)=1.43873384368558
time=0.3 | regret-basic=5.21203712917217e-08 | regret-our(beta1)=0.404896162680121 | regret-our(beta2)=1.61957857472354 | regret-our(beta3)=1.82202362386127
